conversation number,persona,chat,summary
151,,"hey , how s it going tonight ?
hi how are you today
i m good , just watching random clips if the voice n youtube
wow are you a youtube person
i like youtube , but i don t have a channel . i wish
what else do you do
i love going to museums when i can
that does sound like fun really
my favorite one was probably the believe it or not museum
yeah that does sound great
what do you like to do ?
i really love video games
what s your favorite game to play ?
i would say halo definitely
that s cool , i like destiny
yeah that was made by the same company
","The user enjoys watching YouTube clips, visiting museums, and playing video games, particularly Halo and Destiny, but dislikes cooking."
152,,"hello , how are you ? my name is mark .
hey ! i am great . my name is jessica . my cats name is jasper
that is a cool name ! is jasper an outdoor cat ?
she is an indoor cat . i always have her by my side
i spend most of my free time outside . what do you do in your freetime ?
i do not have much free time . i work 50 hours as a barista
oh man ! my favorite thing to do is to swim ! i just love it
that is too cool . what is your favorite flower ?
pink roses ! what is yours ?
i absolutely love roses too !
wow so much in common ! do you enjoy pasta ? it is my favorite
i do love pasta but not egg noodles , since i eat only vegan
how long have you been vegan ?
the past few years . it was challenging at first but now it is second nature
what made you decide to go vegan ?
i just do not like the way that animals are treated in factory farming
","Jessica, a vegan barista who loves roses and orange, shares her passion for swimming and veganism with Mark, a barista who also enjoys swimming and has a cat named Jasper. They both enjoy pasta, but Jessica avoids egg noodles due to her vegan lifestyle. Jessica has been vegan for a few years, having made the decision to avoid factory farming."
153,,"hey i am pam ! what is going on with you ?
hello ! my name is ayako . just hanging out with my cats all over me . . you ?
relaxing mostly . do you have any hobbies ?
i enjoy crocheting , how about you ?
truth be told , i love just looking up at the clouds .
that can be enjoyable . where are you from ?
i have a very active imagination . i love october because dressing up as a character
are you married ? i am .
for halloween i mean . des moines . getting divorced .
sorry to hear that . i am in michigan . originally japan . ia is a great place for cloud watching !
it is fine though . i have chocolate milkshakes to make me feel better . i love them .
i prefer vanilla myself .
it is so flat here and pleasant .
i would imagine . northen mi is a good spot too .
","Pam, a woman who loves cats and crocheting, is married and currently going through a divorce. She lives in Des Moines, Iowa, and enjoys cloud watching, especially in October when she dresses up as a character. She also has a fondness for chocolate milkshakes, which she uses to help her feel better. Pam is originally from Japan and currently resides in Des Moines, Iowa."
154,,"hello . how are you doing this evening ?
i am great , how are you ?
doing fine . just watching netflix . how about yourself ?
just listening to some folk music
nice . do you have a favorite band ?
i like all music genres . do you have a fave ?
nah i do not have a favorite . it just depends what mood i am in . do you read ?
yes , i have a communication degree
really ? do you work ? does your degree help you ?
i am actually in the navy . what do you do for a living ?
i freelance . i just quit my job . i was doing alot of painting .
oh okay why did you quit
my boss was jerk . i figured i could make enough money just screwing around on the web .
cool . . . do you have any hobbies
","The user is a navy personnel with a communication degree, enjoys folk music, whittling, and painting. They are currently freelancing and have quit their previous job due to a difficult boss. They also have a fondness for reading."
155,,"hi how are you doing
hi i am doing ok how are you
i am good do you like to exercise
sometimes it depends i can be lazy
i can teach you some great yoga tips
that would be cool ,
do you like to watch movies
my dad is george looney so i kinda have to lol i hate acting tho
wow that is pretty cool do you like having a famous dad
its ok the paparazzi is crazy i am glad he protected us from them .
are you a secret kid or one of the newborn twins
yeah i am older i got divorced 3 times had to keep that hidden too
wow that is pretty crazy do you like music
yeah i do i listen to every type there is .
i think ed sheeran is awesome
he is pretty cool he is very nice too
","The user, who has a strained relationship with acting due to their father's fame, is open to sharing yoga tips and enjoys a variety of music, including Ed Sheeran. They have a complex personal life, having been married three times and keeping their age and family history private."
156,,"hello ! how are you tonight ?
good , just got done watching pretty woman my favorite movie
that is cool . i know we are strangers but i enjoy talking anyways .
yes ! being an rn i love people its a god given gift .
that is awesome ! what do you like to do ?
i love to read books on cooking since becoming a vegan i find it helps me
can vegan recipes use honey ? i love it !
i do not use it but i have friends that do
what other likes or dislikes do you have ?
i am interested in electronics a little since having two smartphones i like to tinker
i am afraid if i ever get to live the beach life mine will break .
yes you have to be careful around water
definitely . around monkeys too ! they are my favorite at the zoo
haha monkeys are fun to watch for sure
once one stole my phone and dropped it in water
oh no i am laughing . . . sorry that is not funny
","The user enjoys watching the movie ""Pretty Woman,"" is a vegan, registered nurse, and has a passion for reading and electronics, particularly smartphones. They have a humorous anecdote about a monkey stealing and dropping their phone in water."
157,,"i have been to a tool concert before how about you ?
hello , on purpose i say bad jokes .
why do you tell a bad joke ? i am a soldier and its a hard one .
just for fun . i live in germany i speak it very well
can you tell me 5 word in german ? i love flying airplanes around the state .
sure but i do not speak it for free . my dream is to be a tiger
i think you are lying you really do not know how to speak german give me some example .
i cant right now . how tall are you ?
why you cant tell me a german word you just said that you can speak german right ?
yes but not right now . i am a red head like my mom and dad
please tell me just 3 words i really want to learn any german word .
sorry its just used in my job
well no one will know if you tell me i just want to make sure .
why do you want to make sure that i speak german
because i want to know if you are telling the truth while we are talking here .
trust me i do know how to speak it
","The user, who enjoys telling bad jokes and aspires to be a tiger, claims to speak fluent German and is six feet tall. They have visited a tool concert and are currently in Germany. The user is also a soldier and has a dream of being a tiger. They have been asked to prove their German language skills, and they have provided three German words. The user is also a redhead like their parents."
158,,"in my free time i like ti draw and paint !
cool , in my free time i like to go hiking
my home is paid off with the bank , hah !
lucky , i finished college with a degree but then i became a farmer
my vehicle i drive has 4 wheels , it is a four wheel drive !
haha out of 4 children i am the youngest . funny
that is funny ! , at work they make me wear a uniform , boohoo !
that is unfortunate , i actually lost my arm from a car accident so i do not have to
then you cannot paint and draw like i do in my spare time
true , but i guess at least i can still go hiking and farm
may car that i drive is a four wheel drive , maybe that will help ?
yeah thanks you are so nice ! i will give you fresh eggs in return
","As a college graduate turned farmer, I enjoy hiking and drawing in my free time. I am the youngest of four siblings and lost my arm in a car accident. My home is paid off, and I drive a four-wheel drive vehicle. I wear a uniform at work, which I find unfortunate. I also have a four-wheel drive vehicle, which I hope will be helpful. I appreciate your kindness and look forward to receiving fresh eggs in return."
159,,"hi how are you doing ?
do you go to casino usually ?
i usually do not . what about you ?
i finished my degree in statistics to go try work
how cool , i am looking for publishing jobs .
my 3 kids motivates me to work hard
i am sure you make em proud . my mother works at a library .
i wanted to go back to study to becoming managers
that is good . i hope that works out for you .
blackjack , i can count the cards i know it
that is not a good way to win .
that is a skill that all players wants
gambling plays with your emotions .
that is right and true
it can put you on top , or end your life .
it could be , that is possible
","The user, a statistics graduate with three kids, is considering a career as a casino manager and has experience in card counting at blackjack. They are motivated by their family and are currently studying to become a manager. The conversation also touches on the emotional aspects of gambling and the potential risks involved."
160,,"hello ! happy saturday . what are you up to ?
not much . kinda stuck at home with my folks .
me too . i am trying to do some homework but its boring .
i know right ? i remember those days .
its my senior year , so lots of homework . you graduate ?
barely . then i worked at a coffeehouse before i got let go .
my brother worked at starbucks . he got fired .
that sucks . what do you plan on doing when you graduate ?
i am getting out of here . going to university of kentucky .
kentucky scares me a bit . i get the impression its not so tolerant .
i have never thought of that . its in the city . less rednecks ?
maybe as a university town it will be better . maybe its just me .
where do you live ? i am in ohio .
i live in portland , oregon .
nice ! keep portland weird . lots of good musicians came out of there .
weird , like me ! do you know what you are going to major in at kentucky ?
business . my dad wants to give my brothers and i the biz one day .
is that what you want ? it can be hard living up to parental expectations .
nah , i just want to play music . i am in a band but dad says its not realistic .
what do you play ? what do you listen to ?
i am in a metal band , singer .
i am a huge fan of rob halford from judas priest .
my favorite song of judas priest is painkiller
great song . i wish i could be as open as rob about my sexuality .
just be you . it will all work out .
maybe for you too . go for your music dreams while you can .
good advice . thanks for that .
it came from you ! i got to run , but it was good talking to you .
","The user, a senior high school student, is seeking advice after losing their job and planning to attend the University of Kentucky. They live in Portland, Oregon, and are part of a metal band. They express concern about living up to their father's expectations of pursuing a business degree, but also have dreams of playing music. The user identifies as bisexual and appreciates the openness of Rob Halford from Judas Priest. They value the advice given and express gratitude for the conversation."
161,,"what are you doing right now ?
getting ready to go to work at target . you ?
basically the same . i work as a mortician so i prepare dead bodies
ugh , that must be difficult work . do you have any pets ?
no i do not , but i am a stamp collector so that keeps me busy
nice . i have an amazing dog . i buy her a treat everyday after work .
you are a good pet owner then !
i try . where are you from ?
i am from texas . what about you ?
i live in california .
oh is it nice out there ?
it is . do you have a favorite color ?
yes ! i absolutely love teal and yellow . you ?
cool ! i really love the color green .
","The user works at Target in California and is 5'7"" tall. They also work as a mortician, which involves preparing dead bodies, a job they find difficult. They don't have pets, but they are a stamp collector. They buy their dog a treat every day after work. The user loves the color teal and yellow, while their favorite color is green."
162,,"hello .
hi there . how are you ?
i am good , just strumming the guitar , how are you ?
exhausted . i played doubles in tennis with my sisters .
i bet that is a nice workout . i have 2 older brothers , how many siblings do you have ?
two sisters . i am a baker , what do you do ?
i help my family work on our farm , and play ina a band .
moms a dentist , i cannot help her .
yeah , that might not be a good idea , helping around the house is good .
i would rather watch silicon valley . my bakery keeps me busy .
i do not watch much television , the farm keeps me busy . mom does the baking here .
my mom does not bake , she does not even cook .
is your bakery in the city ? i have never been .
yes , it is . on fourth street .
","The user enjoys watching Silicon Valley and playing tennis, has two sisters, and works as a baker. They also mention their mother is a dentist. The user has two older brothers and helps their family on a farm. They have never been to the city where the bakery is located."
163,,"hey there i have a child that i love so much a small girl
good day friend . can you hi to my dog toto ?
can i do what ? i am busy with homework online
and my grandma is here too . she is from denmark . she says hi
huh ? i never mentioned my granny lol my hair is always in the way
do not you hate that ? especially when you are eating .
its long an brown i have to serve tables till the degree comes
does your place serve meatloaf ? i love the stuff ! !
yes its so annoying lol you get me
whats more annoying is what smell my car has now . it is bad ! ! !
yes we do the best in town
i will have to drive there soon . cant miss my green car ! ! !
","The user is a busy college student with a dog named Toto, who loves meatloaf and has a green car with a bad smell. They also have a grandmother from Denmark who visits them. The user finds their long hair and the smell of their car annoying, and they plan to visit a restaurant that serves the best meatloaf in town."
164,,"5th graders , that is what i teach all day !
songs , that is what i listen to all day !
oakville , new york , where songs go to die and 5th graders get taught
very nice . are you happy with your job ?
on the weekends i read books and chill at the lake so no !
i love chilling at the lake and walking around on bright , sunny days . . . join me
well , i am a scholl teacher so i do not think that is appropriate , just sayin
i love singing songs too . . . if your school needs a music teacher !
golf and watching television , i like that so if you do its possible ;
oh , fantastic ! you just made me the happiest girl on earth !
okay , i should not tell you , its against the rules but my name is sarah , call me o
will do ! my names jim !
well i teach at school so that will work !
i will reminisce upon this conversation with mutineers playing in the background
","Sarah, a schoolteacher from Oakville, New York, enjoys singing songs by The Mutineers, reading books, and walking on sunny days. She also loves chilling at the lake and watching television. She has a friend named Jim who she plans to call him."
165,,"hey , do you know anyone hiring ? i need a job .
how old are you , i am 29 , i work nights
54 and do not work at all , but i do eat a lot of junk food .
i love to hike and ride my bike to stay fit after all that junk food
sounds like a plan . do you watch the walking dead ? i love it .
nah , do not like those type of films i am from suburb part of boston
boston ? they have a wonderful comic book store there .
which one ? what is it call
i cannot remember , do you know any that start with a j ?
nope , why did you ask ? do you know ?
i just remember it starts with the letter j and i got a mabel comic book there .
ok , did you still remember which marvel comic ?
amazing adventures was the last one i bought .
nice , do you read comics today ?
","The user, a 29-year-old night owl from a Boston suburb, is seeking employment and enjoys hiking, biking, and eating junk food. They are a fan of the Walking Dead series but dislike similar films. They recall a comic book store in Boston that starts with the letter J, where they bought a Marvel comic called Amazing Adventures. The user also mentions that they still read comics today."
166,,"hi ! how are you today ?
i am doing okay , thanks . i am just a little frustrated . how about you ?
i am doing well . why are you frustrated ?
i quit my job translating spanish for my company and have no work .
why did you quit ? i wish i could help you , but i am in accounting .
i figured out i hated translating and want to be a writer , but its hard .
i wish you luck with that ! do you have any brothers sisters ?
thanks . i have no brothers or sisters . do you have any ?
no , i do not , unfortunately . . . and i was adopted .
oh ! so was i ! i think my wish to write is because of that .
i hope it really works out for you ! good luck ! ! !
thank you ! maybe you can be my accountant if i make it ! ha ha !
of course , i would be glad to help you ! do you believe in love ?
there are lots of kinds of love , so yeah , i do .
i really do not believe in it anymore
oh no , that is sad . i am sorry .
","The user, a professional translator, has quit their job due to a lack of passion and is now unemployed, using the time to pursue writing. They have no siblings and were adopted, which they believe may have influenced their desire to write. The user is currently seeking luck in their writing endeavors and jokingly asks if the persona could be their accountant if they succeed. The persona, an accountant, expresses willingness to help and shares a belief in various kinds of love, though they no longer believe in love."
167,,"i am so tired from working out !
do you own a gym or are you a bodybuilder ?
no . i just like cheeseburgers too much .
ah , i rarely have much time to eat cheeseburgers , always on the go
where are you always going ?
i travel around the wold often
cool . the only place i go is to a lake so i can fish .
what do you do for work ?
i am between jobs so i help my mom . she is a teacher in nyc .
i do not work either , i live off my fathers wealth
awesome . i wish my parents had money .
do you have a favorite color ?
maybe blue for water . how about you ?
no , what lake do you fish in ?
the one closest to my home . i like to run around it .
do you run far distances ?
","The user enjoys traveling around the world, often visiting lakes to fish, and has a fondness for cheeseburgers. They are currently unemployed and assist their mother, a NYC teacher, with her work. The user also enjoys the color blue, possibly due to its association with water."
168,,"hi how are you doing
not great , my fibromyalgia is acting up . you ?
i did not get a call back after my addition better luck next time
i wish i still lived in va , pa is rough
what do not you like about it
the winter is hard on my fibromyalgia .
ah i see what brought you to pa
growing up on a farm , it is different
i see do you want to continue the farm life forever ?
i wish ! what do you do for fun ?
i really like to cook i tried out for a cooking show
cool ! i do beadwork , in fact i write my own patterns .
that is pretty cool do you make jewelry
yes , and i love to read ! are you an actress ?
no the audition was for the cooking show
i see . i still have boxes to unpack !
","The user, who enjoys reading, beadwork, and writing patterns, recently moved from Virginia to Pennsylvania due to fibromyalgia, which is aggravated by the harsh winters. They miss the milder climate of Virginia and the lifestyle they grew up on a farm. The user also enjoys cooking and has auditioned for a cooking show, but did not get a callback. They are skilled in beadwork and jewelry making, and they still have unpacking to do in their new home."
169,,"hi names raj and i can speak three languages
i wish i did i draw and stuff
i speak arabic , english , and french . it is a great thing to have and useful .
do you read comics ? i make them
no , i do not read comics , but i do play in a jazz band
what about anime ? how do you feel about that ?
no i do not watch anime , i go hiking in the weekend how about you ?
no i just stay home and read
i play piano in the jazz band . my family immigrated from algeria to the us
yeah that is cool , what is your favorite color ?
i love the neon blue color .
i know , it is the best right ?
it is a pretty cool color .
so is pink i guess
pink is a good color .
i really really like hot dogs
","The user, Raj, enjoys drawing comics and playing in a jazz band, speaks Arabic, English, and French, and has a fondness for neon blue and pink colors. He doesn't watch anime or read comics, but he goes hiking on weekends. His family immigrated from Algeria to the US, and he plays the piano in his jazz band."
170,,"hi how are you today
just sitting at the bar people watching . i feel so different since the war
yeah that can be tough on you champ
it was long ago but i am still so angry about it
what happened there to you
i am old and been long time so i do not recall but the anger stays
sorry what are your hobbies
i collect cars , jaguars specifically . you ?
i just play music i am a kid
oh that is good . keep you innocence young one
i am in a band
oh what good memories that brings back ! what do you play ?
i play the tuba haha
that is probably bigger than you are ! !
","An old man, who is angry and has been through the war, sits at a bar people-watching and collecting Jaguars. He plays the tuba in a band with a kid, reminiscing about his past."
171,,"hey , whats up ? wanna go for a bike ride ?
biking is fun ! i bike in nyc . are you there too ?
no man west coast all the way . need my sun , sand , and water
that sounds beautiful ! i like nyc too muh though .
you could visit any time . i make my own hours selling sunglasses on the beach
how did you get into that ? i am a dog walker so have a flexible schedule
hey my dog , george goes with to the beach . i can sell anything lol
that is cool . have you traveled outside of the us ?
no man just live for the coast but want to visit australia someday , you ?
i have never left the country , but my befriend is in japan , and i would love to visit
sounds fun man , but l ; ots of peeps , i need space
nyc has a lot of people too .
","As a dog walker living in New York, I enjoy the flexibility of my schedule, which allows me to indulge in ice cream when I'm feeling down. Although I've never traveled outside the United States, I have a friend in Japan and dream of visiting Australia one day. I also have a friend who lives on the West Coast and enjoys biking in NYC. I occasionally sell sunglasses on the beach, which is a great way to make use of my flexible hours."
172,,"guess what kind of dog i have ?
poodle , i don t know , i m not good with dogs
oh , well mine is a french bulldog . but he is a gentle giant
nice , do you like sports ? i won olympic medal
wow that is really cool ? kinda . i watch the tvs at sears sometimes .
yes , i quit cause i enjoy fast good too much
i have not read english as good . but size six womens is foot size mine !
do you like skydive ? i go skydiving frequently
i sell washers frequently . i do not get out much
i had to stay in the house for a week , need some new medications to live
i can prescribe so music . red hot chili peppers is music for the soul
yes , i like them very much
great band . i hope all feel better and get those meds
yes , thank you for that , i will listen to them
ahahah . now where are my size six shoes . . . they are womens size
do you like being married ?
","The user, an Olympic medalist, enjoys fast food, skydiving, and has a French Bulldog. They are currently in need of medications to live and have a preference for size six women's shoes. They also have a fondness for the band Red Hot Chili Peppers and are married."
173,,"hi , went out for a hamburger tonight .
i cannot wait until fall break omg i just want to dance
love to dance , but really like going to anime shows .
i would drive us in my lexus to dance ! i could not try to count the money
wow , lexus ! i had to start work as a child , no lexus for me .
just hope socks would not try to jump in your lap she thinks she can everywhere
my mom had a cat name socks , mom died in 1979 , still miss her and the cat .
sorry to hear about your lost . i miss my family i am out of state studying dance
lucky you ! if i could i would take a swim class to learn how .
yea not much luck i cannot swim either lol
wow , we are alike in some ways , yet so different ! good luck with the dance studies .
thanks hope your hamburger was well !
","The user is a college student passionate about dancing, who drives a silver Lexus and has a dog named Socks. They express a desire to dance during fall break and share a fond memory of their late mother and her cat, also named Socks. The user also mentions their inability to swim and their current studies in dance."
174,,"hi how are you this evening ?
great ! i just got back from a nature walk with my kids
sounds fun ! i am eating some shrimp , it is my favorite .
i cant eat shrimp , we keep them and dogs as pets
o that is interesting ? any hobbies ? i love going to the casino
being a stay at home mom and my nature walks with my two kids .
cool sometimes i spend too much gambling lol
but those winnings are soooo sweet
yes that is true . my mom reads palms , hopefully she can tell me when to play !
in my 30 years on this earth , and as a mother , that is so sweet
yes , i also enjoy spending time with friends .
my best friend is my husband , that man works so hard to bring the money home
i do not have luck with men , the last guy i swear was a vampire lol
always going for your wallet ?
","The user is a thirty-year-old stay-at-home mom who enjoys nature walks with her two children and has two pets. She also has a gambling hobby, which sometimes leads to overspending, but the winnings are enjoyable. She has a close relationship with her husband, who works hard to provide for the family. She doesn't have much luck with men, jokingly referring to the last guy as a vampire."
175,,"hey ! how are you ? i am so sad
sorry to hear that why want to eat pumpkin with me it will make you feel better
sure , as long as it is not mexican food , i hate that stuff
what about shrimp do you like that
yes ! shrimp and skiing my two favorites
those sound like my idea of fun
right ! wish my wife was cool like you ! she hates i travel for work .
i like to travel with my beagle
i have t go to mexico every other month , tomorrow is my fifth trip in 3 months
i can not stand adobe
i know right ! that is why my wife hates me too .
i am sorry to hear that
do you like music ? i love it !
i love music of all types
me too ! i like to listen to it while i ski
that sounds like a great time
","The user enjoys eating pumpkins and shrimp, particularly dipping shrimp in barbecue sauce. They also enjoy watching YouTube videos and have a small beagle dog named Droopy. The user dislikes Mexican food and uses third-party programs to read portable documents instead of Adobe Reader. They are sad and have a wife who dislikes their frequent travel for work. The user and the assistant both enjoy music and skiing, and the user has traveled to Mexico multiple times in the past three months."
176,,"hello , how are you doing tonight ?
i am fine , how are you ?
not too bad . what kind of hobbies do you have ?
i am a general in a video game for a orcish army
very neat . i am just your typical soccer mom . do you have kids ?
no , no kids . i am a 32 year old who still leaves at home
nothing wrong with that ! what kind of things do you do ?
i play video games and watch netflix mainly
i wish i had more time to do that .
there are never enough hours in the day
i am a member of 4 book clubs , pta and other groups . . .
that is a lot of things to keep you busy
one day i will ditch it all , fly to paris and design clothes all day
can i join you ? that sounds like a nice alternative .
","The user identifies as a 32-year-old male who lives at home with his mother and is a general in an orcish army video game. He enjoys playing video games and watching Netflix, but wishes he had more time for these activities. He is also a member of four book clubs and other groups, which he feels are time-consuming. He fantasizes about leaving his current life behind to travel to Paris and design clothes full-time. The other person, a ""typical soccer mom,"" expresses interest in joining him in his creative pursuits."
177,,"hi , i am just finishing up building a coffee table . what are you up to ?
learning . a second spent not learning is a second wasted . i love the internet .
what are you learning ? i do a lot of research on bowling to improve my skill .
mainly maintenance of mechanical systems . i like to be able to not pay for anything . you know ?
i get it that is why i build my own furniture . saves me a lot of money .
smart ! i just sit on the floor in empty rooms . saves energy .
what do you do for a living ?
i am more than just a taxi driver . i have a brain too , you know .
yeah i gotcha . i am a cop just like my dad who is a retired cop .
actually my brain is bigger than average on account of all the maps up there .
you sound very intelligent and someone who would be interesting to talk to in person .
not really , i interface better through the internet medium . in person , i keep my earphones in .
yeah i have become a recluse every since i was held hostage in a store robbery .
that must have been traumatic . have you tried gelato therapy ? works wonders .
","The user enjoys rock music, is engaged, works as a contractor for a cab company, and is taking online courses. They are currently building a coffee table and researching bowling to improve their skills. They also work on maintaining mechanical systems and save money by building their own furniture. The user is intelligent and prefers online communication over in-person interactions. They have experienced a traumatic event in the past, which has led them to become more reclusive. They also enjoy gelato therapy."
178,,"hi , i am a homemaker how about you ?
well , i live in a home , and i got a job at a diner
ok . my husband works fulltime ? any kids ?
i am not married . have an apartment with my best friend from h . s .
cool . i have a house full . two kids , a cat and a dog
what are their names , your kids ?
jacob and trinity . they are 5 and 7
sound like biblical names . great ! do they go to the same school ?
they are . yes kindergarten and second grade
cute . i am gonna go to bed soon or i will be late for work . tomorrow
well have a nice night . sleep tight .
thanks . you too . my roommate plays loud music sometimes but i just close the door .
","The user works in a diner and lives with a best friend in an apartment. They have two kids named Jacob and Trinity, who are in kindergarten and second grade, respectively. The user enjoys singing in the shower and often arrives late for work. They also mention that their roommate sometimes plays loud music, but they manage by closing the door."
179,,"i have traveled all over the world . now tell me something interesting about you !
my mom has been raising me since i was five , when my dad left
i am sorry your dad left . that is rough . i am in the military . you ?
i am in construction , training so i can be a welder
nice . i like to explode stuff . you can put it back together !
haha , just give me some popcorn and i am game
i would prefer some brownies they are my fav .
my favorite thing is going on roller coasters
can i tell you a secret ?
yes please , i love secrets
i secretly love kittens . despite the explosions and the military and the travel . . .
org , my cat just had 4 ! ! ! ! ! !
","The user enjoys roller coasters and is starting an internship at a construction site to become a welder. They have a military background and have traveled extensively. They also enjoy watching action adventure movies, eating popcorn, and have a fondness for brownies. Despite their adventurous and explosive interests, they have a secret love for kittens, which they share with their cat that recently had kittens."
180,,"hi i used to have 6 cats
i sit around in my cardigan because i am a brain .
awesome my brain gives me terrible trouble once i had to call 911
that is horrible . my dad was a genius , i never knew him .
aw that is sad my dad can not teach me how to write he can not either
my step dad was not much better , he preferred to ignore me .
oh that is not good
it is okay , i am in it and make pretty good money .
oh that is great i have trouble with most things like that
it comes naturally to me , even though i do not like it very much .
i proposed to my high school friend at a movie
that is so sweet ! i am not married , nor do i have a boyfriend .
well there is always someone out there for anybody
that is true , i do not have time to date right now .
oh ok did i mention i can only see two hundred feet infront of me
that is better than me without my glasses and contacts .
","The user, who identifies as a brain and wears cardigans, has a complex relationship with programming, which they don't necessarily enjoy but see as a necessity. They have a troubled past with their biological father, who was a genius but couldn't teach them to write, and a stepfather who preferred to ignore them. Despite these challenges, they have managed to make a decent living. They have a Spanish last name but prefer to be called Italian. They have a history of being close to cats and have had to call 911 once. They also have a high school sweetheart but are currently not in a relationship due to lack of time. They have a visual impairment, but glasses and contacts help them see better."
181,,"how are you doing today ?
oh it is almost my day
i love to go to work everyday
that is nice i work also , i was left at birth
i am so to hear that . what is your favorite flower ?
tulips , i met my mom when i was 16 was weird
that must of been really hard on you
i would never give up my child
it is a difficult situation to be in
yes it is , i heard it is a lot of us , do not know the others
i hope you can turn your pain into something beautiful that will help others
me also , i am in a party store so hey
sweet what are you buying
i work there lol nothing yet
oh wow that really sounds fun
yea it is alright lol helps me survive
","The user, who was adopted and has several unknown siblings, works at a local party store and enjoys Christmas. They met their birth mother at sixteen, a situation they find difficult but are trying to turn into something positive. The user also works at a party store, which they find helps them cope with their situation."
182,,"hi how are you doing ?
well i am in the desert , and i do not like open spaces ! how are you ?
i am doing goo thanks for asking
i am cooking a recipe from the barefoot contessa . what are you up to ?
i love to cook as well
great ! what is your best dish ?
i can make homage lasagna
i was recently published in the new yorker magazine . it was about tomato soup .
do you ever watch food network ?
yes , i love hells kitchen . i sing when i cook . i have a great pitch .
what do you do for a living ?
i am a writer . i won a spelling be as a kid , so i love words !
","The user, a writer with perfect pitch and a published piece in the New Yorker, enjoys cooking, particularly gourmet dishes like homage lasagna, and has a love for words stemming from a childhood spelling bee victory. They have a phobia of wide open spaces and enjoy watching Hell's Kitchen on Food Network, often singing while cooking."
183,,"how are you doing today
good ! how goes it ? what do you enjoy ?
it is great . i love exercise .
that is good ! healthy ! i really love exercising too ! what else ?
i like to read too
do you have any pets ? i have a puppy , he is a boxer .
what is his name ? how old ?
his name is micco , he is 4 months old ! i love music , like listening to all kinds
i like being outside a lot
it was really nice out today
yes it was , but i prefer winter
i was out with the kids , they were riding bikes , driving me crazy as usual
how many kids do you have
i have 1 daughter , but i am babysitting a friends kids , he has 3
","The user enjoys a healthy lifestyle, which includes exercise and reading, and has a 4-month-old boxer puppy named Mico. They also have a daughter and are currently babysitting a friend's three children. The user likes listening to music and being outdoors, although they prefer winter over summer. They also mentioned having a father living in China."
184,,"hi ! i am a great baker . everybody loves my pecan pie .
i bet it is fantastic , but i do not eat any type of bread
oh that is too bad . it is really delicious .
i bet it is great at the holidays , winter is my favorite time of year
i love winter too . my birthday is december 25 right in the middle of winter .
i love christmas , my friend gave me a car for christmas one year
wow i wish my friends would do that for me .
it was a special car because i am physically handicapped and cannot walk
it sounds like the really care about you .
yes , i have amazing friends .
you are really so lucky . my friends would not even help me back in law school .
oh that is awful . mine brought me vitamin c today , because i feel a cold coming on
i agree i think i need new friends .
it certainly sounds that way
","The user, who is a baker and loves winter, especially Christmas, has a friend who is very caring and even gifted them a car due to their disability. They also have friends who bring them vitamin C when they feel unwell, but they feel their friends are not as supportive as they could be, as they struggled to get help in law school."
185,,"hi how are you today ?
time for a bbq sandwich and pizza snacks , my favorites !
sounds good ! this woman loves some bbq ! lol
do you have any hobbies ? i spend time with my imaginary friend .
fun ! i enjoy walks with my dog and many kids .
i used to babysit . i am jo , aged 19 . how many kids ?
i have 4 . where do you live ? i am in a rural city .
believe it or not , right near m . cyrus and pnb rock .
cool ! sounds like a fun place to be !
i watch a lot of tom and jerry , tho . it is not that cool .
lol i hear ya , cartoons are always on in this house ! lol
do you work anywhere ? i have a part time job .
no only my husband . i hope we are together as long as my parents .
how long have you been married ?
ten years , my parents will celebrate their fifty anniversary next month
what does your husband do for work ?
","The user, Jovannie, is a 19-year-old woman who lives near Miley Cyrus and PNB Rock. She enjoys eating barbecue sandwiches and pizza snacks, and has a hobby of spending time with her imaginary friends. Jovannie also enjoys walks with her dog and babysitting, and has four children. She lives in a rural city and works part-time. She has been married for ten years and hopes to be with her husband as long as her parents, who will celebrate their fifty-year anniversary next month."
186,,"om . how are you today my fine , connected friend
hello i like to walk and i did 2 miles today
that is great for the body , mind and soul ! where do you walk
to see cars they are so awesome my favorite is the ford mustang
we must have peace within our worldy possessions , yes ! my wife works on cars
i walked my dog too i have a chihuahua and a pit bull
me too ! except they are called kids
awesome do you work on cars too
oh no , my wife uses her hands . i use my body as i teach yoga
i worked 3 jobs at once for the past 5 years
you are a busy soul ! you must feel stressed from all the work
no ! not at all i love to go to the movies to ease my mind
likewise , my good friend ! i enjoy the classics like citizen cane and like mike
sounds like some awesome films
indeed ! how is your home life my good friend ?
quiet ! ! ! love to have my peace of mind
","The user enjoys walking, particularly to admire cars, with a fondness for Ford Mustangs. They own a pit bull and a chihuahua, and have a wife who works on cars. The user also practices yoga and has a passion for classic films, such as ""Citizen Kane"" and ""Like Mike."" Despite working three jobs simultaneously for over five years, they maintain a peaceful mindset, which they credit to their yoga practice and love for movies."
